Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Cispius Cosconius,23,27,Greece,178,68,Provocator,7,2,Endurance,Dagger,Low,Basic,0.820162702,Low,3.809759145,Poor,Advanced,Strong,9,Aggressive,Excellent,Glory,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Numicius Vibius,38,12,Rome,157,90,Thraex,8,2,Novice,Sica (Curved Sword),Medium,Standard,0.680668881,Low,0.98108839,Adequate,Basic,Moderate,10,Aggressive,Good,Freedom,Unemployed,Low,Balanced,Low,Humble,TRUE
Fulvius Numonius,37,13,Germania,174,69,Hoplomachus,9,6,Novice,Dagger,Medium,Standard,0.531956504,Low,6.285500029,Adequate,Basic,Moderate,15,Aggressive,Good,Survival,Entertainer,Low,Balanced,Medium,Intimidating,TRUE
Munatius Percennius,28,22,Numidia,163,65,Provocator,5,1,Agility,Dagger,High,Superior,0.524108958,Low,2.586695956,Excellent,Advanced,Strong,6,Stoic,Excellent,Wealth,Criminal,Medium,Balanced,High,Intimidating,TRUE
Longinius Sextus,29,21,Rome,182,116,Murmillo,4,0,Novice,Gladius (Sword),Medium,Standard,0.604635336,Low,7.436423763,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Survival,Criminal,Medium,Balanced,Medium,Humble,TRUE
Lucretius Nigidius,43,7,Thrace,174,83,Hoplomachus,13,6,Novice,Spear,Low,Basic,0.72662224,High,3.18042682,Poor,Basic,Strong,19,Fearful,Fair,Glory,Entertainer,Low,Balanced,Low,Flamboyant,TRUE
Fannius Orestius,33,17,Rome,176,89,Secutor,9,2,Novice,Dagger,Low,Basic,0.781483789,Low,6.830919023,Poor,Basic,Strong,11,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Latinius Fulvius,39,11,Greece,158,82,Secutor,7,1,Novice,Dagger,High,Superior,0.683338735,Low,4.323167912,Excellent,Basic,Strong,8,Fearful,Excellent,Vengeance,Criminal,Low,Aggressive,Medium,Charismatic,TRUE
Egnatius Baebius,44,6,Thrace,157,83,Secutor,11,5,Novice,Dagger,Low,Basic,0.738885211,High,3.931161589,Poor,Basic,Strong,16,Calculative,Fair,Survival,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Nonius Agrippa,25,25,Rome,173,86,Retiarius,6,0,Novice,Trident,High,Superior,0.782358927,Low,4.150729765,Excellent,Intermediate,Strong,6,Stoic,Excellent,Freedom,Unemployed,Low,Balanced,Low,Humble,TRUE
Fundanus Gnaeus,21,29,Germania,180,101,Secutor,6,0,Agility,Dagger,Low,Basic,0.745069528,Low,4.723052401,Poor,Advanced,Strong,6,Calculative,Excellent,Freedom,Criminal,Medium,Defensive,Medium,Flamboyant,TRUE
Petilius Didius,34,16,Gaul,182,82,Hoplomachus,9,0,Strength,Dagger,Low,Basic,0.898474498,Low,3.806464757,Poor,Expert,Strong,9,Aggressive,Excellent,Glory,Laborer,Low,Balanced,Low,Charismatic,TRUE
Bruttius Marcus,20,30,Greece,164,87,Hoplomachus,5,2,Novice,Dagger,Medium,Standard,0.650237874,Low,6.971078716,Adequate,Intermediate,Moderate,7,Calculative,Excellent,Survival,Laborer,Medium,Balanced,Medium,Humble,TRUE
Paconius Granius,36,14,Thrace,181,103,Retiarius,11,0,Tactics,Net,Low,Basic,0.890384696,High,3.587723274,Poor,Advanced,Strong,11,Stoic,Fair,Wealth,Criminal,Medium,Balanced,Medium,Flamboyant,TRUE
Cocceius Numitorius,28,22,Thrace,174,94,Secutor,5,0,Novice,Gladius (Sword),Medium,Standard,0.625780931,High,4.752434593,Adequate,Intermediate,Moderate,5,Aggressive,Good,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Gracchus Fabrinius,43,7,Rome,181,101,Secutor,11,1,Novice,Gladius (Sword),Low,Basic,0.914063482,Low,1.944908154,Poor,Basic,Strong,12,Calculative,Good,Glory,Entertainer,Medium,Aggressive,Low,Humble,TRUE
Atilius Marius,45,5,Greece,167,92,Thraex,7,2,Novice,Dagger,Low,Basic,0.69531494,Low,4.898001025,Poor,Basic,Moderate,9,Stoic,Good,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Vibius Pinarus,37,13,Rome,164,94,Provocator,11,1,Novice,Gladius (Sword),High,Superior,0.985087537,High,1.451120959,Excellent,Intermediate,Strong,12,Calculative,Good,Survival,Laborer,Medium,Balanced,High,Flamboyant,TRUE
Sempronius Cilnius,39,11,Numidia,188,96,Murmillo,11,3,Novice,Dagger,Low,Basic,0.745518114,Low,1.830995552,Poor,Basic,Strong,14,Stoic,Good,Survival,Entertainer,Medium,Aggressive,High,Charismatic,TRUE
Lartius Petilius,45,5,Numidia,168,108,Murmillo,10,4,Novice,Dagger,Low,Basic,0.711776808,High,4.153716204,Poor,Basic,Strong,14,Aggressive,Fair,Glory,Laborer,Medium,Balanced,Medium,Flamboyant,TRUE
Nasidienus Paternus,26,24,Rome,177,79,Hoplomachus,6,2,Novice,Spear,Low,Basic,0.618320063,Low,7.803461054,Poor,Intermediate,Moderate,8,Calculative,Excellent,Vengeance,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Gaius Pacilius,38,12,Gaul,199,84,Retiarius,7,0,Novice,Trident,High,Superior,0.726966351,Low,6.988950272,Excellent,Basic,Strong,7,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Flamboyant,TRUE
Nasidius Caelius,40,10,Greece,162,72,Retiarius,8,1,Novice,Net,Medium,Standard,0.860898432,High,5.124281424,Adequate,Basic,Strong,9,Calculative,Fair,Wealth,Entertainer,Medium,Aggressive,High,Humble,TRUE
Opellius Marcus,30,20,Thrace,204,78,Provocator,8,2,Novice,Dagger,Medium,Standard,0.719409311,High,2.379598919,Adequate,Intermediate,Strong,10,Calculative,Good,Glory,Entertainer,Low,Balanced,High,Humble,TRUE
Considius Caedicius,35,15,Thrace,177,93,Retiarius,9,3,Endurance,Trident,Low,Basic,0.747625226,Low,7.380367665,Poor,Advanced,Strong,12,Stoic,Excellent,Freedom,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Iunius Minicius,20,30,Greece,183,93,Thraex,6,0,Strength,Sica (Curved Sword),High,Superior,0.697218885,Low,8.50814935,Excellent,Advanced,Strong,6,Aggressive,Excellent,Freedom,Unemployed,High,Balanced,High,Charismatic,TRUE
Longinius Memmius,36,14,Gaul,175,101,Murmillo,14,0,Novice,Gladius (Sword),High,Superior,0.88499124,Low,7.302657242,Excellent,Intermediate,Strong,14,Fearful,Excellent,Vengeance,Criminal,Medium,Aggressive,Medium,Flamboyant,TRUE
Sextius Hostius,32,18,Gaul,174,84,Thraex,5,0,Novice,Dagger,Medium,Standard,0.682349004,Low,4.607938001,Adequate,Basic,Moderate,5,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Petilius Minicius,18,32,Rome,160,96,Secutor,4,1,Novice,Gladius (Sword),Low,Basic,0.574614989,Low,5.966280141,Poor,Basic,Moderate,5,Stoic,Excellent,Vengeance,Criminal,High,Balanced,Medium,Humble,FALSE
Norbanus Gabinius,35,15,Thrace,186,81,Retiarius,8,0,Novice,Trident,Medium,Standard,0.714578083,Low,2.874919767,Adequate,Basic,Strong,8,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,Low,Humble,TRUE
Octavius Cilnius,42,8,Gaul,167,83,Retiarius,13,2,Novice,Net,Medium,Standard,0.925357152,High,0.933914694,Adequate,Basic,Strong,15,Calculative,Fair,Wealth,Unemployed,Medium,Aggressive,High,Humble,TRUE
Opimius Catilius,22,28,Numidia,169,89,Thraex,12,1,Agility,Dagger,Low,Basic,0.896575794,Low,6.692906031,Poor,Expert,Strong,13,Fearful,Excellent,Survival,Soldier,Low,Aggressive,Medium,Intimidating,TRUE
Aelius Octavenus,43,7,Germania,181,98,Murmillo,12,2,Novice,Gladius (Sword),Low,Basic,0.934409882,Low,5.011451136,Poor,Basic,Strong,14,Stoic,Good,Survival,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Nasidienus Cocceius,32,18,Thrace,177,99,Murmillo,8,0,Novice,Gladius (Sword),Low,Basic,0.883859237,Low,7.547596244,Poor,Intermediate,Strong,8,Stoic,Excellent,Glory,Criminal,Medium,Aggressive,High,Intimidating,TRUE
Laetorius Bruttius,28,22,Numidia,187,43,Murmillo,12,2,Novice,Dagger,High,Superior,0.814921286,Low,1.041844175,Excellent,Intermediate,Strong,14,Stoic,Excellent,Vengeance,Entertainer,Low,Balanced,High,Intimidating,TRUE
Matinius Junius,34,16,Thrace,178,84,Hoplomachus,10,6,Strength,Spear,Low,Basic,0.595770059,Low,2.818632637,Poor,Expert,Moderate,16,Calculative,Excellent,Survival,Unemployed,Medium,Aggressive,Low,Humble,TRUE
Gnaeus Hostius,42,8,Numidia,178,72,Hoplomachus,6,0,Novice,Spear,Low,Basic,0.746439682,Low,2.361839488,Poor,Basic,Strong,6,Stoic,Good,Glory,Unemployed,Medium,Balanced,Low,Flamboyant,TRUE
Duronius Ollius,38,12,Gaul,169,77,Murmillo,3,0,Novice,Dagger,Low,Basic,0.504035602,Low,5.292848204,Poor,Basic,Moderate,3,Calculative,Good,Freedom,Entertainer,Medium,Balanced,Medium,Humble,TRUE
Festinius Valerius,25,25,Gaul,164,90,Secutor,4,2,Novice,Dagger,Medium,Standard,0.450192677,High,7.693946381,Adequate,Intermediate,Moderate,6,Stoic,Excellent,Vengeance,Entertainer,Low,Balanced,Medium,Intimidating,FALSE
Pedius Coruncanius,36,14,Gaul,169,86,Secutor,14,3,Novice,Dagger,Low,Basic,0.985101768,Low,8.899126567,Poor,Basic,Strong,17,Fearful,Excellent,Vengeance,Unemployed,Low,Balanced,High,Intimidating,FALSE
Ovidius Gaius,19,31,Gaul,180,92,Murmillo,2,0,Novice,Dagger,Medium,Standard,0.414533899,Low,5.478880178,Adequate,Intermediate,Moderate,2,Stoic,Excellent,Glory,Soldier,High,Balanced,Medium,Humble,FALSE
Gaius Albinius,29,21,Rome,169,81,Thraex,5,0,Speed,Sica (Curved Sword),High,Superior,0.675121665,Low,5.724542001,Excellent,Advanced,Strong,5,Fearful,Excellent,Survival,Criminal,Low,Defensive,High,Humble,TRUE
Mallius Acilius,34,16,Greece,181,68,Secutor,8,5,Strength,Dagger,Low,Basic,0.466076495,High,1.536967327,Poor,Advanced,Moderate,13,Fearful,Good,Vengeance,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Sempronius Sextus,28,22,Numidia,180,61,Hoplomachus,3,0,Speed,Spear,Medium,Standard,0.522696858,Low,4.550241381,Adequate,Advanced,Moderate,3,Aggressive,Excellent,Wealth,Entertainer,Medium,Aggressive,Low,Charismatic,FALSE
Aemilius Nautius,27,23,Numidia,185,98,Murmillo,11,2,Speed,Dagger,Low,Basic,0.764037193,Low,3.042515174,Poor,Advanced,Strong,13,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,High,Humble,TRUE
Coruncanius Orchius,26,24,Thrace,173,73,Retiarius,7,1,Novice,Trident,High,Superior,0.597354802,Low,0.990450436,Excellent,Intermediate,Strong,8,Stoic,Excellent,Glory,Criminal,Low,Balanced,Low,Intimidating,TRUE
Nigidius Lacerius,43,7,Greece,180,84,Hoplomachus,12,2,Novice,Dagger,Low,Basic,0.772611982,High,0.939410775,Poor,Basic,Strong,14,Aggressive,Fair,Vengeance,Unemployed,Low,Balanced,Medium,Intimidating,TRUE
Appius Fulvius,38,12,Germania,178,66,Hoplomachus,8,2,Strength,Spear,Low,Basic,0.659910717,Low,5.367321739,Poor,Advanced,Moderate,10,Stoic,Good,Wealth,Entertainer,Low,Balanced,Medium,Humble,TRUE
Horatius Opellius,41,9,Thrace,168,58,Thraex,13,6,Novice,Dagger,Medium,Standard,0.626835002,High,1.035924266,Adequate,Basic,Moderate,19,Stoic,Fair,Glory,Laborer,Low,Aggressive,Medium,Charismatic,TRUE
Herennius Atilius,24,26,Gaul,178,65,Secutor,5,1,Endurance,Dagger,Medium,Standard,0.587698084,Low,4.541129499,Adequate,Expert,Moderate,6,Stoic,Excellent,Survival,Criminal,High,Aggressive,Medium,Charismatic,FALSE
Hortensius Aemilius,35,15,Greece,150,86,Provocator,5,1,Novice,Dagger,Medium,Standard,0.623074485,Low,0.995752561,Adequate,Intermediate,Moderate,6,Aggressive,Excellent,Survival,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Lucretius Maecenas,25,25,Rome,183,71,Thraex,10,0,Agility,Sica (Curved Sword),Medium,Standard,0.971135264,Low,1.867786949,Adequate,Expert,Strong,10,Calculative,Excellent,Glory,Criminal,Medium,Defensive,Medium,Humble,TRUE
Decentius Caelius,29,21,Gaul,184,60,Thraex,7,1,Endurance,Sica (Curved Sword),Low,Basic,0.665613793,Low,4.486302611,Poor,Advanced,Moderate,8,Aggressive,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Afranius Geminius,36,14,Rome,171,68,Provocator,8,1,Novice,Dagger,Low,Basic,0.874850004,High,1.049661728,Poor,Intermediate,Strong,9,Stoic,Fair,Vengeance,Laborer,Medium,Aggressive,High,Flamboyant,TRUE
Blaesus Lacerius,29,21,Numidia,160,91,Hoplomachus,8,5,Novice,Spear,Medium,Standard,0.562996688,High,1.013747926,Adequate,Intermediate,Moderate,13,Aggressive,Good,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,FALSE
Sextius Cornificius,39,11,Germania,180,52,Retiarius,12,2,Novice,Net,Medium,Standard,0.740837979,High,1.092361414,Adequate,Basic,Strong,14,Stoic,Fair,Survival,Unemployed,Low,Balanced,Low,Flamboyant,TRUE
Balbus Tiberius,44,6,Gaul,191,79,Retiarius,10,1,Novice,Net,High,Superior,0.849802421,High,1.560360381,Excellent,Basic,Strong,11,Calculative,Fair,Wealth,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Messalla Agrippa,23,27,Gaul,179,89,Thraex,6,0,Agility,Dagger,Low,Basic,0.640745167,Low,2.773560092,Poor,Advanced,Moderate,6,Aggressive,Excellent,Glory,Entertainer,High,Balanced,Medium,Humble,TRUE
Longinius Publius,39,11,Gaul,172,94,Secutor,10,0,Novice,Dagger,Medium,Standard,0.876634436,Low,1.650050843,Adequate,Basic,Strong,10,Calculative,Good,Survival,Entertainer,Low,Aggressive,High,Charismatic,TRUE
Caninius Murena,32,18,Thrace,187,77,Thraex,9,4,Speed,Dagger,High,Superior,0.708468424,High,3.335684636,Excellent,Advanced,Strong,13,Calculative,Good,Survival,Laborer,Medium,Balanced,Medium,Charismatic,TRUE
Marcus Gracchus,43,7,Gaul,192,86,Secutor,17,6,Novice,Gladius (Sword),Low,Basic,0.989122519,High,1.030075292,Poor,Basic,Strong,23,Calculative,Fair,Glory,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Aelius Geminius,33,17,Numidia,168,105,Thraex,7,0,Agility,Dagger,Medium,Standard,0.720192592,Low,2.715040442,Adequate,Advanced,Strong,7,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Laecanius Bruttius,40,10,Greece,180,80,Secutor,13,4,Novice,Gladius (Sword),Low,Basic,0.843016039,High,0.973623993,Poor,Basic,Strong,17,Stoic,Fair,Freedom,Unemployed,Low,Balanced,Medium,Humble,TRUE
Caedicius Ovidius,37,13,Rome,160,86,Hoplomachus,12,3,Novice,Spear,Medium,Standard,0.873874148,Low,4.813270878,Adequate,Basic,Strong,15,Calculative,Good,Vengeance,Laborer,Low,Balanced,High,Charismatic,TRUE
Ofilius Oppius,44,6,Greece,160,60,Provocator,7,1,Novice,Gladius (Sword),Low,Basic,0.607414617,Low,1.321159878,Poor,Basic,Moderate,8,Calculative,Good,Wealth,Laborer,Medium,Balanced,Medium,Humble,TRUE
Junius Paternus,43,7,Greece,170,85,Murmillo,9,2,Novice,Dagger,Medium,Standard,0.652473199,Low,4.969193107,Adequate,Basic,Moderate,11,Stoic,Good,Glory,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Sextus Didius,32,18,Thrace,180,100,Murmillo,3,1,Novice,Gladius (Sword),High,Superior,0.548350993,Low,0.928216956,Excellent,Intermediate,Strong,4,Calculative,Excellent,Wealth,Criminal,Low,Aggressive,Medium,Intimidating,FALSE
Oppius Lucius,39,11,Gaul,175,73,Provocator,12,8,Tactics,Dagger,High,Superior,0.584030212,High,2.017167057,Excellent,Advanced,Strong,20,Calculative,Good,Wealth,Unemployed,Medium,Aggressive,High,Intimidating,TRUE
Hordeonius Avidius,25,25,Germania,172,70,Retiarius,7,0,Novice,Trident,Medium,Standard,0.793515586,Low,7.387540452,Adequate,Basic,Strong,7,Calculative,Excellent,Survival,Unemployed,Low,Aggressive,High,Intimidating,TRUE
Catilius Cicereius,27,23,Gaul,185,76,Hoplomachus,6,0,Speed,Spear,High,Superior,0.818172003,Low,5.623595984,Excellent,Advanced,Strong,6,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,FALSE
Perperna Galerius,41,9,Gaul,163,81,Provocator,8,2,Novice,Dagger,Low,Basic,0.63756363,Low,6.072209542,Poor,Basic,Moderate,10,Calculative,Good,Freedom,Unemployed,Medium,Balanced,Medium,Intimidating,TRUE
Hirrus Cominius,43,7,Gaul,179,88,Murmillo,13,0,Novice,Dagger,High,Superior,0.849004602,Low,3.674506318,Excellent,Basic,Strong,13,Stoic,Good,Survival,Laborer,Low,Balanced,High,Charismatic,TRUE
Claudius Manius,42,8,Greece,167,71,Hoplomachus,6,1,Novice,Dagger,Low,Basic,0.687773497,Low,1.014460432,Poor,Basic,Moderate,7,Calculative,Good,Freedom,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Titus Messalla,22,28,Germania,203,115,Murmillo,8,4,Novice,Gladius (Sword),High,Superior,0.537479733,High,4.493125061,Excellent,Basic,Strong,12,Aggressive,Excellent,Glory,Soldier,Medium,Aggressive,High,Humble,FALSE
Cilnius Papinius,18,32,Rome,176,62,Thraex,9,0,Speed,Dagger,Medium,Standard,0.885367882,High,7.117628738,Adequate,Advanced,Strong,9,Calculative,Excellent,Survival,Criminal,High,Aggressive,Medium,Humble,TRUE
Aelius Pacilius,23,27,Germania,163,77,Murmillo,9,2,Novice,Gladius (Sword),Medium,Standard,0.7434424,Low,7.435077045,Adequate,Intermediate,Strong,11,Stoic,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Cordius Nautius,29,21,Greece,195,91,Secutor,6,1,Novice,Dagger,High,Superior,0.712334321,Low,4.463566735,Excellent,Basic,Strong,7,Calculative,Excellent,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Gaius Laetorius,34,16,Rome,169,74,Provocator,4,0,Endurance,Gladius (Sword),Medium,Standard,0.525514736,Low,2.65426091,Adequate,Advanced,Moderate,4,Calculative,Excellent,Survival,Laborer,Low,Balanced,Low,Humble,TRUE
Laetorius Modius,30,20,Rome,172,94,Thraex,7,3,Endurance,Dagger,Low,Basic,0.58302402,Low,3.157961944,Poor,Expert,Moderate,10,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Publius Ostorius,22,28,Numidia,155,72,Thraex,5,1,Novice,Sica (Curved Sword),Medium,Standard,0.598739464,Low,7.020554956,Adequate,Intermediate,Moderate,6,Calculative,Excellent,Glory,Laborer,Low,Balanced,Medium,Charismatic,TRUE
Octavius Duronius,24,26,Germania,196,106,Secutor,4,2,Speed,Gladius (Sword),Medium,Standard,0.526051269,High,2.214306336,Adequate,Expert,Moderate,6,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,Medium,Intimidating,FALSE
Laberius Granius,39,11,Germania,172,75,Secutor,7,1,Novice,Gladius (Sword),Medium,Standard,0.710825124,Low,5.871167413,Adequate,Basic,Strong,8,Calculative,Good,Glory,Entertainer,Low,Balanced,Medium,Humble,TRUE
Catius Caedicius,29,21,Numidia,172,90,Murmillo,10,2,Strength,Gladius (Sword),Low,Basic,0.700606345,High,5.704114491,Poor,Advanced,Strong,12,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Acilius Publius,32,18,Gaul,173,93,Thraex,0,0,Novice,Sica (Curved Sword),Medium,Standard,0.375195225,Low,1.989032845,Adequate,Intermediate,Moderate,0,Stoic,Excellent,Glory,Laborer,Low,Aggressive,Medium,Humble,FALSE
Norbanus Julius,39,11,Gaul,162,85,Secutor,7,2,Novice,Dagger,Low,Basic,0.640648057,Low,4.433085703,Poor,Basic,Moderate,9,Aggressive,Good,Wealth,Unemployed,Medium,Aggressive,Low,Humble,TRUE
Matienus Numonius,29,21,Thrace,185,78,Provocator,7,2,Strength,Dagger,Medium,Standard,0.659894291,Low,6.179548281,Adequate,Advanced,Moderate,9,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Calpurnius Mescinius,31,19,Rome,187,89,Murmillo,11,2,Novice,Dagger,Low,Basic,0.834060373,High,2.61891154,Poor,Intermediate,Strong,13,Stoic,Good,Glory,Unemployed,Medium,Aggressive,Medium,Charismatic,FALSE
Horatius Mamilius,45,5,Greece,187,75,Retiarius,8,1,Novice,Net,High,Superior,0.737086048,Low,3.863609895,Excellent,Basic,Strong,9,Calculative,Good,Wealth,Entertainer,Low,Aggressive,High,Charismatic,TRUE
Cassius Nasidius,22,28,Gaul,174,91,Hoplomachus,2,0,Novice,Spear,Low,Basic,0.514445196,Low,3.441616674,Poor,Intermediate,Moderate,2,Fearful,Excellent,Wealth,Soldier,Medium,Balanced,Medium,Intimidating,FALSE
Pinarus Musonius,42,8,Germania,183,95,Thraex,13,2,Novice,Sica (Curved Sword),Low,Basic,0.881100682,Low,6.312238959,Poor,Basic,Strong,15,Fearful,Good,Glory,Unemployed,Low,Balanced,High,Humble,TRUE
Calpurnius Cilnius,24,26,Rome,175,75,Hoplomachus,4,1,Agility,Dagger,Low,Basic,0.549550111,Low,4.821725927,Poor,Expert,Moderate,5,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Charismatic,FALSE
Sextius Gabinius,32,18,Gaul,164,75,Thraex,8,0,Endurance,Dagger,High,Superior,0.689959742,Low,3.106218116,Excellent,Advanced,Strong,8,Stoic,Excellent,Survival,Criminal,Medium,Defensive,Low,Intimidating,TRUE
Iunius Burrienus,33,17,Numidia,173,74,Provocator,7,1,Novice,Dagger,Medium,Standard,0.698988454,Low,5.214191244,Adequate,Basic,Moderate,8,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Intimidating,TRUE
Calpurnius Julius,18,32,Gaul,173,108,Provocator,2,0,Agility,Dagger,Medium,Standard,0.526182605,Low,5.509076571,Adequate,Advanced,Moderate,2,Aggressive,Excellent,Freedom,Entertainer,Medium,Balanced,Low,Humble,FALSE
Pasidienus Octavius,41,9,Numidia,164,68,Murmillo,11,2,Novice,Dagger,Low,Basic,0.962058707,Low,2.752269669,Poor,Basic,Strong,13,Calculative,Good,Glory,Unemployed,Medium,Balanced,High,Flamboyant,TRUE
Palpellius Sextus,34,16,Gaul,179,101,Hoplomachus,8,1,Novice,Dagger,Medium,Standard,0.73790295,High,0.982815229,Adequate,Basic,Strong,9,Calculative,Good,Survival,Unemployed,Medium,Balanced,Medium,Flamboyant,TRUE
Opimius Fundanus,30,20,Numidia,167,56,Provocator,4,0,Novice,Gladius (Sword),High,Superior,0.797687623,Low,3.880341663,Excellent,Intermediate,Strong,4,Fearful,Excellent,Wealth,Laborer,Medium,Aggressive,Low,Humble,TRUE
Publius Mucius,23,27,Thrace,167,95,Provocator,3,0,Strength,Dagger,Medium,Standard,0.552181488,Low,3.872942906,Adequate,Advanced,Moderate,3,Stoic,Excellent,Survival,Unemployed,High,Balanced,Low,Intimidating,TRUE
Lamponius Mamilius,38,12,Germania,180,78,Retiarius,12,1,Novice,Trident,High,Superior,0.82130795,Low,7.545401611,Excellent,Basic,Strong,13,Fearful,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Decimus Cispius,36,14,Germania,176,56,Hoplomachus,9,0,Novice,Dagger,Low,Basic,0.902465417,Low,4.706714387,Poor,Intermediate,Strong,9,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,High,Humble,TRUE
Nasidius Cicereius,32,18,Numidia,167,71,Secutor,3,0,Novice,Dagger,Medium,Standard,0.515010279,Low,3.526776284,Adequate,Intermediate,Moderate,3,Stoic,Excellent,Vengeance,Unemployed,Medium,Balanced,Low,Charismatic,TRUE
Nonius Fidius,42,8,Germania,162,84,Murmillo,11,2,Novice,Dagger,High,Superior,0.835193769,Low,3.945255416,Excellent,Basic,Strong,13,Aggressive,Good,Vengeance,Unemployed,Low,Balanced,Medium,Flamboyant,TRUE
Fundanus Percennius,37,13,Thrace,167,60,Hoplomachus,7,1,Tactics,Dagger,Low,Basic,0.747034254,Low,2.644483846,Poor,Advanced,Strong,8,Calculative,Good,Vengeance,Entertainer,Medium,Aggressive,High,Intimidating,TRUE
Avidius Cestius,41,9,Greece,193,70,Provocator,9,1,Novice,Gladius (Sword),High,Superior,0.751898327,Low,4.078827576,Excellent,Basic,Strong,10,Aggressive,Excellent,Vengeance,Laborer,Medium,Balanced,Medium,Flamboyant,TRUE
Ollius Tarquinius,33,17,Greece,163,56,Hoplomachus,8,2,Endurance,Dagger,Medium,Standard,0.641352758,Low,1.905757621,Adequate,Advanced,Moderate,10,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,TRUE
